emp_number,satisfaction_level,last_evaluation,number_of_projects,average_monthly_hours,years_at_company,work_accident,left,promotion_last_5years,department,salary
PC_Analytics_7836,0.99,0.9,4,181,3,0,0,0,support,medium
PC_Analytics_7837,0.76,0.71,3,205,2,0,0,0,support,medium
PC_Analytics_7838,0.14,0.98,5,172,5,0,0,0,support,medium
PC_Analytics_7839,0.57,0.86,3,164,2,0,0,0,support,medium
PC_Analytics_7840,0.52,0.82,3,138,2,1,0,0,support,medium
PC_Analytics_7841,0.71,0.55,5,262,3,0,0,0,support,medium
PC_Analytics_7842,0.27,0.75,5,264,3,0,0,0,technical,medium
PC_Analytics_7843,0.49,0.52,3,225,2,0,0,0,technical,high
PC_Analytics_7844,0.59,0.5,3,199,2,0,0,0,technical,high
PC_Analytics_7845,0.24,0.65,6,210,5,0,0,0,management,high
PC_Analytics_7846,0.18,0.87,6,226,4,0,0,0,IT,high
PC_Analytics_7847,0.73,0.62,5,134,3,0,0,0,IT,high
PC_Analytics_7848,0.78,0.63,6,111,6,0,0,0,IT,high
PC_Analytics_7849,0.94,0.73,5,142,2,1,0,0,IT,high
PC_Analytics_7850,0.86,0.53,3,213,3,0,0,0,IT,high
PC_Analytics_7851,0.97,0.88,4,139,2,0,0,0,product_mng,high
PC_Analytics_7852,0.49,0.54,3,145,3,0,0,0,product_mng,high
PC_Analytics_7853,0.82,0.48,4,149,6,0,0,0,product_mng,high
PC_Analytics_7854,0.86,0.64,4,147,2,1,0,0,product_mng,high
PC_Analytics_7855,0.3,0.39,3,193,3,1,0,0,IT,low
PC_Analytics_7856,0.7,0.38,4,270,2,0,0,0,RandD,low
PC_Analytics_7857,0.8,0.78,5,266,3,0,0,0,RandD,low
PC_Analytics_7858,0.36,0.63,2,278,4,0,0,0,RandD,low
PC_Analytics_7859,0.4,0.61,3,165,2,0,0,0,RandD,low
PC_Analytics_7860,0.8,0.58,4,175,2,0,0,0,RandD,low
PC_Analytics_7861,0.98,0.73,4,140,4,0,0,0,marketing,low
PC_Analytics_7862,0.92,0.67,3,149,3,0,0,0,sales,low
PC_Analytics_7863,0.68,1,3,205,4,0,0,0,accounting,low
PC_Analytics_7864,1,0.59,3,253,3,0,0,0,support,low
PC_Analytics_7865,0.8,0.54,3,222,4,0,0,0,technical,low
PC_Analytics_7866,0.85,0.69,4,216,4,0,0,0,management,low
PC_Analytics_7867,0.69,0.6,3,139,2,0,0,0,marketing,low
PC_Analytics_7868,0.57,0.52,4,252,2,0,0,0,marketing,low
PC_Analytics_7869,0.33,0.72,2,173,2,0,0,0,marketing,low
PC_Analytics_7870,0.19,0.48,6,178,3,1,0,0,sales,medium
PC_Analytics_7871,0.5,0.63,3,160,2,0,0,0,sales,medium
PC_Analytics_7872,0.52,0.88,3,261,4,0,0,0,sales,medium
PC_Analytics_7873,0.13,0.52,6,188,3,0,0,0,sales,medium
PC_Analytics_7874,0.18,0.73,4,219,5,0,0,0,sales,medium
PC_Analytics_7875,0.86,0.64,4,263,3,0,0,0,sales,medium
PC_Analytics_7876,0.86,0.59,4,165,3,0,0,0,sales,medium
PC_Analytics_7877,0.16,0.76,6,218,6,0,0,0,sales,medium
PC_Analytics_7878,0.43,0.46,2,239,3,1,0,0,sales,medium
PC_Analytics_7879,0.79,0.63,3,212,2,1,0,0,sales,medium
PC_Analytics_7880,0.51,0.67,4,133,3,0,0,0,sales,medium
PC_Analytics_7881,0.83,0.55,5,250,3,1,0,0,sales,medium
PC_Analytics_7882,0.61,0.45,3,114,3,0,0,0,sales,high
PC_Analytics_7883,0.65,0.57,3,168,2,0,0,0,sales,high
PC_Analytics_7884,0.95,0.83,4,252,2,0,0,0,sales,high
PC_Analytics_7885,0.63,0.64,5,189,4,0,0,0,sales,high
PC_Analytics_7886,0.72,0.6,3,265,2,1,0,0,sales,high
PC_Analytics_7887,0.8,0.57,3,176,3,0,0,0,sales,high
PC_Analytics_7888,0.7,0.57,4,150,4,0,0,0,sales,high
PC_Analytics_7889,0.45,0.79,5,97,6,1,0,0,accounting,high
PC_Analytics_7890,0.64,0.85,4,265,2,0,0,0,accounting,low
PC_Analytics_7891,0.94,0.48,4,260,4,0,0,0,accounting,low
PC_Analytics_7892,0.57,0.76,4,164,2,0,0,0,hr,low
PC_Analytics_7893,0.35,0.56,4,142,2,0,0,0,hr,low
PC_Analytics_7894,0.75,0.81,2,247,4,0,0,0,hr,low
PC_Analytics_7895,0.7,0.92,5,182,3,0,0,0,hr,low
PC_Analytics_7896,0.7,0.47,2,238,3,0,0,0,technical,low
PC_Analytics_7897,0.61,0.62,3,191,3,0,0,0,technical,low
PC_Analytics_7898,0.78,0.87,4,178,3,0,0,0,technical,medium
PC_Analytics_7899,0.97,0.77,4,208,2,0,0,0,technical,medium
PC_Analytics_7900,0.51,0.76,3,256,2,0,0,0,technical,medium
PC_Analytics_7901,0.56,0.71,5,243,3,0,0,0,technical,medium
PC_Analytics_7902,0.87,0.55,3,233,3,0,0,0,technical,medium
PC_Analytics_7903,0.64,0.78,5,200,3,0,0,0,technical,medium
PC_Analytics_7904,0.6,0.85,2,226,2,1,0,0,technical,medium
PC_Analytics_7905,0.9,0.76,2,150,2,0,0,0,technical,medium
PC_Analytics_7906,0.54,0.62,2,141,2,0,0,0,technical,medium
PC_Analytics_7907,0.23,0.8,5,139,3,0,0,0,support,medium
PC_Analytics_7908,0.8,0.81,3,199,4,1,0,0,support,medium
PC_Analytics_7909,0.23,0.78,4,154,6,1,0,0,support,medium
PC_Analytics_7910,0.81,0.51,3,247,2,0,0,0,support,medium
PC_Analytics_7911,0.35,0.6,5,239,5,0,0,0,support,medium
PC_Analytics_7912,0.67,0.8,4,137,2,0,0,0,support,medium
PC_Analytics_7913,0.46,0.6,4,119,5,0,0,0,support,medium
PC_Analytics_7914,0.84,0.98,4,134,5,1,0,0,support,medium
PC_Analytics_7915,0.92,0.79,3,243,4,0,0,0,support,medium
PC_Analytics_7916,0.75,0.93,5,210,3,0,0,0,support,medium
PC_Analytics_7917,0.7,0.57,4,265,2,0,0,0,support,medium
PC_Analytics_7918,0.7,0.75,4,204,3,0,0,0,technical,medium
PC_Analytics_7919,0.9,0.81,6,273,5,0,0,0,technical,medium
PC_Analytics_7920,0.8,1,3,177,2,0,0,0,technical,medium
PC_Analytics_7921,0.5,0.65,5,285,6,0,0,0,management,high
PC_Analytics_7922,0.84,0.72,4,222,2,0,0,0,IT,low
PC_Analytics_7923,0.48,0.94,3,185,2,1,0,0,IT,medium
PC_Analytics_7924,0.98,0.87,5,151,6,0,0,0,IT,medium
PC_Analytics_7925,0.64,0.96,3,109,4,0,0,0,IT,medium
PC_Analytics_7926,0.58,0.53,4,192,4,0,0,0,IT,medium
PC_Analytics_7927,0.66,0.89,4,139,3,0,0,0,product_mng,medium
PC_Analytics_7928,0.76,0.98,4,191,2,0,0,0,product_mng,medium
PC_Analytics_7929,0.32,0.42,6,114,3,0,0,0,product_mng,medium
PC_Analytics_7930,0.49,0.87,3,212,2,0,0,0,product_mng,medium
PC_Analytics_7931,0.81,0.51,3,162,2,0,0,0,IT,medium
PC_Analytics_7932,0.42,0.48,5,191,5,0,0,0,RandD,medium
PC_Analytics_7933,0.17,0.85,3,234,3,0,0,0,RandD,low
PC_Analytics_7934,0.49,0.59,4,265,3,0,0,0,RandD,low
PC_Analytics_7935,0.34,0.69,6,283,2,0,0,0,RandD,low
PC_Analytics_7936,0.86,0.81,3,232,4,0,0,0,RandD,low
PC_Analytics_7937,0.51,0.71,4,208,3,1,0,0,marketing,low
PC_Analytics_7938,0.49,0.99,4,258,3,1,0,0,sales,low
PC_Analytics_7939,0.49,0.63,3,175,2,0,0,0,accounting,low
PC_Analytics_7940,0.51,0.59,3,238,3,0,0,0,support,high
PC_Analytics_7941,0.64,0.52,3,166,3,0,0,0,technical,low
PC_Analytics_7942,0.62,0.85,4,225,2,0,0,0,management,high
PC_Analytics_7943,0.81,0.52,4,221,6,0,0,0,marketing,high
PC_Analytics_7944,0.95,0.57,2,263,3,0,0,0,marketing,low
PC_Analytics_7945,0.88,0.66,4,218,4,1,0,0,marketing,low
PC_Analytics_7946,0.87,0.68,5,236,4,0,0,0,sales,high
PC_Analytics_7947,0.73,0.68,5,133,2,0,0,0,sales,low
PC_Analytics_7948,0.98,0.73,2,237,3,0,0,0,sales,medium
PC_Analytics_7949,0.77,0.48,3,204,6,0,0,0,sales,high
PC_Analytics_7950,0.76,0.99,3,166,3,0,0,0,sales,medium
PC_Analytics_7951,0.21,0.93,4,189,2,1,0,0,sales,medium
PC_Analytics_7952,0.72,0.63,4,251,3,0,0,0,sales,medium
PC_Analytics_7953,0.41,0.56,2,121,2,0,0,0,sales,medium
PC_Analytics_7954,0.9,0.56,3,149,2,0,0,0,sales,high
PC_Analytics_7955,0.96,0.9,5,198,2,0,0,0,sales,medium
PC_Analytics_7956,0.61,0.48,4,163,3,0,0,0,sales,medium
PC_Analytics_7957,0.6,0.8,4,222,2,0,0,0,sales,medium
PC_Analytics_7958,0.5,0.76,2,107,4,0,0,0,sales,high
PC_Analytics_7959,0.79,0.61,4,162,2,0,0,0,sales,medium
PC_Analytics_7960,0.32,0.69,6,192,3,0,0,0,sales,high
PC_Analytics_7961,0.85,0.59,5,236,3,0,0,0,sales,low
PC_Analytics_7962,0.9,0.62,5,225,2,0,0,0,sales,medium
PC_Analytics_7963,0.74,0.54,4,167,2,0,0,0,sales,medium
PC_Analytics_7964,0.21,0.76,6,219,4,1,0,0,sales,medium
PC_Analytics_7965,0.91,0.61,3,255,3,0,0,0,accounting,medium
PC_Analytics_7966,0.9,0.66,5,137,2,0,0,0,accounting,low
PC_Analytics_7967,0.74,0.99,4,193,3,0,0,0,accounting,low
PC_Analytics_7968,0.76,0.75,3,239,2,0,0,0,hr,low
PC_Analytics_7969,0.45,0.61,5,179,5,0,0,0,hr,low
PC_Analytics_7970,0.73,0.63,3,205,2,1,0,0,hr,low
PC_Analytics_7971,0.6,0.73,3,140,5,1,0,0,hr,low
PC_Analytics_7972,0.8,0.77,5,256,2,0,0,0,technical,low
PC_Analytics_7973,0.53,0.7,4,243,3,0,0,0,technical,low
PC_Analytics_7974,0.97,0.63,5,163,3,0,0,0,technical,low
PC_Analytics_7975,0.64,0.99,3,167,2,0,0,0,technical,low
PC_Analytics_7976,0.92,0.59,4,190,5,0,0,0,technical,high
PC_Analytics_7977,0.6,0.57,5,145,3,1,0,0,technical,low
PC_Analytics_7978,1,0.6,4,265,4,0,0,0,technical,low
PC_Analytics_7979,0.69,0.63,4,272,2,0,0,0,technical,low
PC_Analytics_7980,0.53,0.45,5,140,5,0,0,0,technical,low
PC_Analytics_7981,0.63,0.58,4,236,2,0,0,0,technical,high
PC_Analytics_7982,0.57,0.89,4,255,3,1,0,0,technical,low
PC_Analytics_7983,0.79,0.45,5,131,6,0,0,0,support,low
PC_Analytics_7984,0.68,0.92,4,209,6,0,0,0,support,low
PC_Analytics_7985,0.56,0.61,3,250,2,0,0,0,support,high
PC_Analytics_7986,0.48,0.51,3,201,2,1,0,0,support,low
PC_Analytics_7987,0.59,0.67,4,271,2,0,0,0,support,medium
PC_Analytics_7988,0.34,0.76,6,237,5,0,0,0,support,high
PC_Analytics_7989,0.98,0.87,3,239,4,0,0,0,support,medium
PC_Analytics_7990,0.36,0.45,2,135,3,1,0,0,support,high
PC_Analytics_7991,0.6,0.58,2,182,2,0,0,0,support,medium
PC_Analytics_7992,0.24,0.54,6,193,4,0,0,0,support,medium
PC_Analytics_7993,0.67,0.72,4,192,3,1,0,0,support,medium
PC_Analytics_7994,0.17,0.6,5,144,6,0,0,0,technical,medium
PC_Analytics_7995,0.57,0.58,3,251,3,0,0,0,technical,medium
PC_Analytics_7996,0.7,0.85,3,161,2,0,0,0,technical,medium
PC_Analytics_7997,0.73,0.62,3,171,3,0,0,0,management,medium
PC_Analytics_7998,0.61,0.86,4,153,5,0,0,0,IT,medium
PC_Analytics_7999,0.95,0.96,4,161,2,0,0,0,IT,high
PC_Analytics_8000,0.85,0.55,3,226,4,0,0,0,IT,low
PC_Analytics_8001,0.72,0.9,3,193,3,0,0,0,IT,medium
PC_Analytics_8002,0.84,0.66,4,204,3,0,0,0,IT,medium
PC_Analytics_8003,0.57,0.47,2,158,2,0,0,0,product_mng,medium
PC_Analytics_8004,0.69,0.69,3,236,4,0,0,0,product_mng,medium
PC_Analytics_8005,0.57,0.68,4,191,3,0,0,0,product_mng,medium
PC_Analytics_8006,0.52,0.59,6,104,4,0,0,0,product_mng,medium
PC_Analytics_8007,0.56,0.55,3,245,2,0,0,0,IT,medium
PC_Analytics_8008,0.75,0.74,3,186,3,1,0,0,RandD,medium
PC_Analytics_8009,0.98,0.75,5,168,4,1,0,0,RandD,medium
PC_Analytics_8010,0.48,0.55,4,262,3,1,0,0,RandD,high
PC_Analytics_8011,0.35,0.67,2,116,3,0,0,0,RandD,low
PC_Analytics_8012,0.66,0.93,4,187,2,0,0,0,RandD,low
PC_Analytics_8013,0.79,0.9,5,184,3,0,0,0,marketing,low
PC_Analytics_8014,0.86,0.53,4,155,3,0,0,0,marketing,high
PC_Analytics_8015,0.88,1,5,190,2,0,0,0,sales,low
PC_Analytics_8016,0.83,0.64,3,242,3,0,0,0,accounting,low
PC_Analytics_8017,0.8,0.64,5,204,2,0,0,0,support,low
PC_Analytics_8018,0.64,0.69,4,232,3,0,0,0,technical,high
PC_Analytics_8019,0.72,0.59,4,245,2,0,0,0,management,low
PC_Analytics_8020,0.67,0.61,3,251,2,0,0,0,marketing,low
PC_Analytics_8021,0.75,0.7,4,179,2,0,0,0,marketing,low
PC_Analytics_8022,0.65,0.95,4,153,2,0,0,0,marketing,low
PC_Analytics_8023,0.98,0.98,5,210,6,0,0,0,sales,low
PC_Analytics_8024,0.68,0.8,2,257,2,1,0,0,sales,low
PC_Analytics_8025,0.52,0.37,3,137,4,0,0,0,sales,low
PC_Analytics_8026,0.68,0.93,4,179,2,0,0,0,sales,medium
PC_Analytics_8027,0.92,0.74,4,213,3,0,0,0,sales,medium
PC_Analytics_8028,0.86,0.79,3,106,6,1,0,0,sales,medium
PC_Analytics_8029,0.5,0.99,4,272,2,0,0,0,sales,medium
PC_Analytics_8030,0.35,0.37,4,153,2,0,0,0,sales,medium
PC_Analytics_8031,0.76,0.97,5,172,3,0,0,0,sales,medium
PC_Analytics_8032,0.66,0.95,4,224,2,0,0,0,sales,medium
PC_Analytics_8033,0.58,0.71,3,230,3,1,0,0,sales,medium
PC_Analytics_8034,0.55,0.97,4,222,4,0,0,0,sales,medium
PC_Analytics_8035,0.9,0.53,3,270,3,0,0,0,sales,medium
PC_Analytics_8036,0.75,0.71,4,205,3,0,0,0,sales,medium
PC_Analytics_8037,0.9,0.63,4,134,3,1,0,0,sales,medium
PC_Analytics_8038,0.14,0.54,5,275,4,1,0,0,sales,high
PC_Analytics_8039,0.86,0.57,4,183,3,0,0,0,sales,low
PC_Analytics_8040,0.56,0.84,4,143,4,0,0,0,sales,medium
PC_Analytics_8041,0.54,0.63,5,259,2,0,0,0,sales,medium
PC_Analytics_8042,0.36,0.8,5,186,4,0,0,0,accounting,medium
PC_Analytics_8043,0.82,0.59,3,155,3,0,0,0,accounting,medium
PC_Analytics_8044,0.49,0.42,2,266,3,0,0,0,accounting,low
PC_Analytics_8045,0.77,0.97,3,215,2,0,0,0,hr,low
PC_Analytics_8046,0.64,0.83,4,179,3,0,0,0,hr,low
PC_Analytics_8047,0.93,0.53,3,217,3,0,0,0,hr,low
PC_Analytics_8048,0.96,0.94,5,235,3,0,0,0,hr,low
PC_Analytics_8049,0.6,0.97,3,164,2,0,0,0,technical,low
PC_Analytics_8050,0.58,0.55,3,178,5,0,0,0,technical,low
PC_Analytics_8051,0.52,0.49,5,170,3,0,0,0,technical,low
PC_Analytics_8052,0.74,0.79,5,241,3,0,0,0,technical,low
PC_Analytics_8053,0.64,0.99,4,222,2,0,0,0,technical,low
PC_Analytics_8054,0.93,0.59,3,233,3,0,0,0,technical,low
PC_Analytics_8055,0.76,0.49,5,243,3,0,0,0,technical,low
PC_Analytics_8056,0.5,0.54,4,175,2,0,0,0,technical,low
PC_Analytics_8057,0.79,0.55,4,266,3,0,0,0,technical,low
PC_Analytics_8058,0.97,0.95,5,201,2,0,0,0,technical,low
PC_Analytics_8059,0.6,0.49,5,259,4,0,0,0,technical,low
PC_Analytics_8060,0.84,0.73,5,105,5,0,0,0,support,low
PC_Analytics_8061,0.75,0.99,5,189,3,0,0,0,support,low
PC_Analytics_8062,0.24,0.91,4,232,2,0,0,0,support,low
PC_Analytics_8063,0.24,0.91,5,258,6,0,0,0,support,low
PC_Analytics_8064,0.51,0.58,5,173,3,0,0,0,support,low
PC_Analytics_8065,0.5,0.88,4,147,3,0,0,0,support,medium
PC_Analytics_8066,0.66,0.36,3,256,6,0,0,0,support,medium
PC_Analytics_8067,0.97,0.77,3,206,4,0,0,0,support,medium
PC_Analytics_8068,0.61,0.5,4,175,3,0,0,0,support,medium
PC_Analytics_8069,0.77,0.49,4,274,2,1,0,0,support,medium
PC_Analytics_8070,0.74,0.64,3,229,3,0,0,0,support,medium
PC_Analytics_8071,0.92,0.98,4,161,3,0,0,0,technical,medium
PC_Analytics_8072,0.78,0.99,2,188,2,0,0,0,technical,medium
PC_Analytics_8073,0.56,0.57,3,205,3,0,0,0,technical,medium
PC_Analytics_8074,0.82,0.63,3,246,3,0,0,0,management,medium
PC_Analytics_8075,0.26,0.98,5,161,5,0,0,0,IT,medium
PC_Analytics_8076,0.69,0.85,5,246,3,0,0,0,IT,medium
PC_Analytics_8077,0.78,0.83,4,158,3,0,0,0,IT,high
PC_Analytics_8078,0.67,0.86,3,175,3,0,0,0,IT,low
PC_Analytics_8079,0.77,0.91,5,268,3,1,0,0,IT,medium
PC_Analytics_8080,0.8,0.63,4,211,2,0,0,0,product_mng,medium
PC_Analytics_8081,0.51,0.51,3,274,2,0,0,0,product_mng,medium
PC_Analytics_8082,0.77,0.52,4,241,3,0,0,0,product_mng,medium
PC_Analytics_8083,0.65,0.71,3,170,2,0,0,0,product_mng,low
PC_Analytics_8084,0.58,0.53,3,287,5,0,0,0,IT,low
PC_Analytics_8085,0.67,0.39,2,235,6,0,0,0,RandD,low
PC_Analytics_8086,0.33,0.39,3,98,3,1,0,0,RandD,low
PC_Analytics_8087,0.78,0.66,6,105,5,1,0,0,RandD,low
PC_Analytics_8088,0.58,0.83,3,226,3,0,0,0,RandD,low
PC_Analytics_8089,0.63,0.59,4,171,4,0,0,0,RandD,low
PC_Analytics_8090,0.63,0.51,4,153,4,0,0,0,RandD,low
PC_Analytics_8091,0.59,0.55,3,183,4,0,0,0,marketing,low
PC_Analytics_8092,0.6,0.9,5,139,3,0,0,0,sales,low
PC_Analytics_8093,0.93,0.9,5,210,3,0,0,0,accounting,low
PC_Analytics_8094,0.78,0.77,2,177,4,0,0,0,support,low
PC_Analytics_8095,0.65,0.6,3,148,2,0,0,0,technical,low
PC_Analytics_8096,1,0.61,4,198,2,0,0,0,management,low
PC_Analytics_8097,0.96,1,3,137,4,1,0,0,marketing,low
PC_Analytics_8098,0.54,0.97,5,233,3,1,0,0,marketing,low
PC_Analytics_8099,0.98,0.69,2,204,4,0,0,0,marketing,low
PC_Analytics_8100,0.34,0.59,2,164,2,0,0,0,sales,low
PC_Analytics_8101,0.71,0.53,5,162,2,0,0,0,sales,low
PC_Analytics_8102,0.64,0.64,3,180,2,1,0,0,sales,low
PC_Analytics_8103,0.71,0.93,2,199,2,0,0,0,sales,low
PC_Analytics_8104,0.58,0.63,4,190,2,0,0,0,sales,medium
PC_Analytics_8105,0.87,0.96,4,151,3,1,0,0,sales,medium
PC_Analytics_8106,0.58,0.85,4,162,3,0,0,0,sales,medium
PC_Analytics_8107,0.87,0.67,3,139,2,0,0,0,sales,medium
PC_Analytics_8108,0.72,0.86,3,231,3,1,0,0,sales,medium
PC_Analytics_8109,0.67,0.83,5,269,2,0,0,0,sales,medium
PC_Analytics_8110,0.53,0.97,4,249,3,0,0,0,sales,medium
PC_Analytics_8111,0.78,0.61,3,148,2,0,0,0,sales,medium
PC_Analytics_8112,0.19,0.63,4,233,5,0,0,0,sales,medium
PC_Analytics_8113,1,0.88,4,240,4,0,0,0,sales,medium
PC_Analytics_8114,0.75,0.75,5,229,2,1,0,0,sales,medium
PC_Analytics_8115,0.29,0.66,3,256,2,1,0,0,sales,medium
PC_Analytics_8116,0.37,0.7,2,188,2,0,0,0,sales,high
PC_Analytics_8117,0.78,0.5,3,167,2,0,0,0,sales,low
PC_Analytics_8118,0.24,0.64,5,190,4,0,0,0,sales,medium
PC_Analytics_8119,0.49,0.7,4,168,3,0,0,0,accounting,medium
PC_Analytics_8120,0.18,0.64,6,154,5,0,0,0,accounting,medium
PC_Analytics_8121,0.76,0.85,4,135,3,0,0,0,accounting,medium
PC_Analytics_8122,0.5,0.97,4,217,3,0,0,0,hr,low
PC_Analytics_8123,0.82,0.94,3,253,2,0,0,0,hr,low
PC_Analytics_8124,0.97,0.94,3,180,3,0,0,0,hr,low
PC_Analytics_8125,0.72,0.9,4,225,2,0,0,0,hr,low
PC_Analytics_8126,0.98,0.64,4,134,3,1,0,0,technical,low
PC_Analytics_8127,0.76,0.73,3,192,2,0,0,0,technical,low
PC_Analytics_8128,0.72,0.88,3,224,3,0,0,0,technical,low
PC_Analytics_8129,0.96,0.91,3,260,5,0,0,0,technical,low
PC_Analytics_8130,0.62,0.78,3,178,3,1,0,0,technical,low
PC_Analytics_8131,0.25,0.98,4,166,5,1,0,0,technical,low
PC_Analytics_8132,0.82,0.56,5,180,3,0,0,0,technical,low
PC_Analytics_8133,0.59,0.9,3,189,2,0,0,0,technical,low
PC_Analytics_8134,0.94,0.73,3,154,3,0,0,0,technical,low
PC_Analytics_8135,0.72,0.88,3,236,3,0,0,0,technical,low
PC_Analytics_8136,0.53,0.78,5,198,3,0,0,0,technical,low
PC_Analytics_8137,0.67,0.83,3,148,3,0,0,0,support,low
PC_Analytics_8138,0.99,0.52,4,205,2,0,0,0,support,low
PC_Analytics_8139,0.64,0.53,4,133,3,0,0,0,support,low
PC_Analytics_8140,0.61,0.57,4,160,3,1,0,0,support,low
PC_Analytics_8141,0.89,0.85,4,201,2,1,0,0,support,low
PC_Analytics_8142,0.61,0.7,5,157,4,0,0,0,support,low
PC_Analytics_8143,0.9,0.74,3,260,2,0,0,0,support,medium
PC_Analytics_8144,0.96,0.51,5,152,3,0,0,0,support,medium
PC_Analytics_8145,0.62,0.55,4,218,3,0,0,0,support,medium
PC_Analytics_8146,0.89,0.57,3,252,2,0,0,0,support,medium
PC_Analytics_8147,0.52,0.67,4,216,3,0,0,0,support,medium
PC_Analytics_8148,0.66,0.99,3,183,2,0,0,0,technical,medium
PC_Analytics_8149,0.96,0.6,5,269,2,0,0,0,technical,medium
PC_Analytics_8150,0.95,0.89,5,132,4,0,0,0,technical,medium
PC_Analytics_8151,0.75,0.98,4,170,4,0,0,0,management,medium
PC_Analytics_8152,0.39,0.87,5,257,5,1,0,0,IT,medium
PC_Analytics_8153,0.93,0.69,3,138,2,0,0,0,IT,medium
PC_Analytics_8154,0.44,0.54,3,115,3,0,0,0,IT,medium
PC_Analytics_8155,0.9,0.67,3,165,2,0,0,0,IT,high
PC_Analytics_8156,0.75,0.81,3,214,3,0,0,0,IT,low
PC_Analytics_8157,0.45,0.75,2,246,2,0,0,0,product_mng,medium
PC_Analytics_8158,0.42,0.6,2,188,3,0,0,0,product_mng,medium
PC_Analytics_8159,0.99,0.82,3,255,2,0,0,0,product_mng,medium
PC_Analytics_8160,0.89,0.91,4,190,2,0,0,0,product_mng,medium
PC_Analytics_8161,0.96,0.9,4,164,4,0,0,0,IT,low
PC_Analytics_8162,0.5,0.46,3,165,3,0,0,0,RandD,low
PC_Analytics_8163,0.59,0.59,3,141,3,0,0,0,RandD,low
PC_Analytics_8164,0.57,0.69,3,154,2,0,0,0,RandD,low
PC_Analytics_8165,1,0.87,3,165,2,0,0,0,RandD,low
PC_Analytics_8166,0.6,0.59,5,266,2,0,0,0,RandD,low
PC_Analytics_8167,0.21,0.85,6,235,6,0,0,0,RandD,low
PC_Analytics_8168,0.63,0.83,4,159,2,0,0,0,marketing,low
PC_Analytics_8169,0.8,0.82,3,218,3,0,0,0,sales,low
PC_Analytics_8170,0.51,0.96,3,149,4,0,0,0,accounting,low
PC_Analytics_8171,0.89,0.96,5,239,3,0,0,0,support,low
PC_Analytics_8172,0.83,0.58,4,225,3,0,0,0,technical,low
PC_Analytics_8173,0.77,0.74,6,247,3,0,0,0,management,low
PC_Analytics_8174,0.79,0.99,4,183,2,0,0,0,marketing,low
PC_Analytics_8175,0.63,0.85,5,214,2,0,0,0,marketing,low
PC_Analytics_8176,0.68,0.48,5,113,2,0,0,0,marketing,low
PC_Analytics_8177,0.74,0.69,4,244,2,0,0,0,sales,low
PC_Analytics_8178,0.49,0.67,6,286,4,0,0,0,sales,low
PC_Analytics_8179,0.46,0.55,3,139,2,0,0,0,sales,medium
PC_Analytics_8180,0.9,0.91,5,176,3,0,0,0,sales,medium
PC_Analytics_8181,0.7,0.67,5,136,3,0,0,0,sales,medium
PC_Analytics_8182,0.84,0.71,4,222,2,0,0,0,sales,medium
PC_Analytics_8183,0.89,0.77,4,269,4,0,0,0,sales,medium
PC_Analytics_8184,0.59,0.87,4,183,2,0,0,0,sales,medium
PC_Analytics_8185,0.57,0.72,3,206,3,0,0,0,sales,medium
PC_Analytics_8186,0.53,0.49,3,158,3,0,0,0,sales,medium
PC_Analytics_8187,0.83,0.89,4,136,3,0,0,0,sales,medium
PC_Analytics_8188,0.51,0.66,4,182,2,0,0,0,sales,medium
PC_Analytics_8189,0.78,0.61,4,268,3,0,0,0,sales,medium
PC_Analytics_8190,0.52,0.69,3,144,3,0,0,0,sales,medium
PC_Analytics_8191,0.42,0.5,5,286,4,0,0,0,sales,high
PC_Analytics_8192,0.61,0.38,2,268,3,0,0,0,sales,low
PC_Analytics_8193,0.85,1,3,255,3,0,0,0,sales,medium
PC_Analytics_8194,0.17,0.85,6,245,5,0,0,0,sales,medium
PC_Analytics_8195,0.79,0.52,3,134,2,1,0,0,sales,medium
PC_Analytics_8196,0.56,0.98,3,251,3,1,0,0,accounting,medium
PC_Analytics_8197,0.5,0.73,5,165,2,0,0,0,accounting,low
PC_Analytics_8198,0.51,0.53,3,223,2,1,0,0,accounting,low
PC_Analytics_8199,0.77,0.67,4,225,4,0,0,0,hr,low
PC_Analytics_8200,0.84,0.9,3,196,3,1,0,0,hr,low
PC_Analytics_8201,0.21,0.49,3,253,3,0,0,0,hr,low
PC_Analytics_8202,0.65,0.57,5,222,3,0,0,0,hr,low
PC_Analytics_8203,0.95,0.87,4,135,3,0,0,0,technical,low
PC_Analytics_8204,0.8,0.75,4,217,2,0,0,0,technical,low
PC_Analytics_8205,0.77,0.85,5,192,2,0,0,0,technical,low
PC_Analytics_8206,0.57,0.7,3,172,3,0,0,0,technical,low
PC_Analytics_8207,0.92,0.55,4,183,3,0,0,0,technical,low
PC_Analytics_8208,1,0.71,5,186,2,0,0,0,technical,low
PC_Analytics_8209,0.85,0.67,4,163,3,0,0,0,technical,low
PC_Analytics_8210,0.57,0.8,4,262,3,0,0,0,technical,low
PC_Analytics_8211,0.66,0.68,3,202,3,0,0,0,technical,low
PC_Analytics_8212,0.85,0.8,4,248,3,0,0,0,technical,low
PC_Analytics_8213,0.99,0.5,5,214,2,0,0,0,technical,low
PC_Analytics_8214,0.91,0.82,4,260,4,0,0,0,support,low
PC_Analytics_8215,0.96,0.97,4,260,3,0,0,0,support,low
PC_Analytics_8216,0.49,0.52,4,251,2,0,0,0,support,low
PC_Analytics_8217,0.39,0.85,5,179,5,0,0,0,support,low
